1RX9VPKQ-3K7XX9769-S-0015,1,,IMG_f3c827_83DW1PLHWCG,40.0,islandb-cbrm
2CVKG3JH-9QEJSWLXX-S-0003,1,,IMG_f3c827_Z7IK6I6MOCE6YFB4,10.0,islandb-cbrm
1RX9VPKQ-VCZPP76UG-S-0006,kvm_economy,,IMG_f3c827_H1C4UD5EMND34,40.0,islandb-cbrm
1RX9VPKQ-VCZPP76UG-S-0008,1,,IMG_f3c827_5F8I3L7DB4,10.0,islandb-cbrm
9RW2SX1M-5M9Y7MCPA-S-0003,1,,IMG_f3c827_M16O99LFMHB9XC,10.0,islandb-cbrm
J753PDX3-1I6EAKXA3-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
O6BP6QKY-VCZO1B3JJ-S-0001,firewall,,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
9RW2SX1M-5M9Y7MCPA-S-0002,kvm_economy,,IMG_f3c827_5F88QGP9PC,40.0,islandb-cbrm
SULSJAS3-IZMAMXTN2-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
9RW2SX1M-5M9Y7MCPA-S-0005,1,,IMG_f3c827_R11XKE2Z6JGSZR4,40.0,islandb-cbrm
DAHRWSVQ-O5SHRKKCI-S-0002,1,,IMG_f3c827_M16O99LFMHB9XC,10.0,islandb-cbrm
9RW2SX1M-5M9Y7MCPA-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
DAHRWSVQ-O5SHRKKCI-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
9RW2SX1M-5M9Y7MCPA-S-0004,1,,IMG_f3c827_P9HE04NMV7GB9C,10.0,islandb-cbrm
SULSJAS3-IZMAMXTN2-S-0002,kvm_economy,,IMG_f3c827_5F88QGP9PC,40.0,islandb-cbrm
1RX9VPKQ-YF2RDGOUA-S-0003,1,,IMG_f3c827_P9HE04NMV7GB9C,10.0,islandb-cbrm
DAHRWSVQ-O5SHRKKCI-S-0003,1,jp-01-1-ps0000-08-14,IMG_f3c827_P9IB2MP8VZEKU8,40.0,islandb-cbrm
1RX9VPKQ-YF2RDGOUA-S-0004,kvm_economy,,IMG_f3c827_5F88QGP9PC,40.0,islandb-cbrm
2RWGRE7S-TAYXE7TXX-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
1RX9VPKQ-3K7XX9769-S-0012,1,,IMG_f3c827_5F8I3L7DB4,10.0,islandb-cbrm
1RX9VPKQ-3K7XX9769-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
2CVKG3JH-2J6VBHSPD-S-0006,kvm_economy,,IMG_f3c827_5F88QGP9PC,40.0,islandb-cbrm
J753PDX3-1I6EAKXA3-S-0002,1,jp-01-1-ps0000-08-15,IMG_f3c827_83DW1PLHWCG,40.0,islandb-cbrm
1RX9VPKQ-YF2RDGOUA-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
CY5NS061-3K84X8SY1-S-0005,1,jp-01-1-ps0000-08-15,IMG_f3c827_C1I5ZAQF8WZK,40.0,islandb-cbrm
1RX9VPKQ-N4S1GJ4R3-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
2CVKG3JH-2J6VBHSPD-S-0001,firewall,jp-01-1-ps0000-08-14,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
PGO51K8Q-4L94JTM6S-S-0001,firewall,,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islandb-cbrm
SULSJAS3-IZMAMXTN2-S-0003,kvm_economy,,IMG_f3c827_J5CIYEDBXB2TC,40.0,islandb-cbrm
SULSJAS3-IZMAMXTN2-S-0005,kvm_quad_high,,IMG_f3c827_WXT2EPWKF226CQO,40.0,islandb-cbrm
